url,title,html_url,general_prepro_title,DEVA_prepro_title,"DEVA
valence of text (Vt)","DEVA
arousal of text (At)","DEVA
emotion state of text (Et)",SSSE_prepro_title,"SentiStrength-SE
positive sentiment 
score of text (Pt)","SentiStrength-SE
negative sentiment 
score of comment (Nt)","SentiStrength-SE
overall valence 
of text (Vt)",,,,,
https://api.github.com/repos/weihuoya/citra/issues/416,Which is version we can play Tales of the abyss?,https://github.com/weihuoya/citra/issues/416,version play tales abyss,Which is version we can play Tales of the abyss?,1,-3,Neutral (LA),which is version we can play tales of the abyss,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/twentytwentytwo/issues/309,Use --wp--custom--spacing--small variable instead of hard coded style,https://github.com/WordPress/twentytwentytwo/issues/309,use variable instead hard coded style,Use variable instead of hard coded style,-2,-2,Depressed,use variable instead of hard coded style,1,-2,negative,,,,,
https://api.github.com/repos/WordPress/twentytwentytwo/issues/96,Simplify dark header template and pattern.,https://github.com/WordPress/twentytwentytwo/pull/96,simplify dark header template pattern,Simplify dark header template pattern.,1,-4,Neutral (LA),simplify dark header template pattern,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/twentytwentytwo/issues/74,Add header block patterns,https://github.com/WordPress/twentytwentytwo/pull/74,add header block patterns,Add header block patterns,1,-3,Neutral (LA),add header block patterns,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/twentytwentytwo/issues/186,Fix typo in Footer Pattern Name,https://github.com/WordPress/twentytwentytwo/pull/186,fix typo footer pattern name,Fix typo Footer Pattern Name,1,-4,Neutral (LA),fix typo footer pattern name,1,-1,neutral,,,,,
https://api.github.com/repos/pixelbakery/pixelbakery-website/issues/49,page header classes not changing on every reload,https://github.com/pixelbakery/pixelbakery-website/issues/49,page header classes changing every reload,page header classes not changing on every reload,1,-4,Neutral (LA),page header classes not changing on every reload,1,-1,neutral,,,,,
https://api.github.com/repos/Automattic/blockpatterns/issues/61,List,https://github.com/Automattic/blockpatterns/issues/61,list,List,1,-3,Neutral (LA),list,1,-1,neutral,,,,,
https://api.github.com/repos/blchelle/portfolio-webpage/issues/177,Extract section background-colors into logic,https://github.com/blchelle/portfolio-webpage/issues/177,extract section backgroundcolors logic,Extract section background-colors into logic,1,-3,Neutral (LA),extract section backgroundcolors into logic,1,-1,neutral,,,,,
https://api.github.com/repos/DOI-USGS/ISIS3/issues/4520,Updated lronaccal to use time-dependent darkfiles for dark calibration,https://github.com/DOI-USGS/ISIS3/pull/4520,updated lronaccal use timedependent darkfiles dark calibration,Updated lronaccal to use time-dependent darkfiles dark calibration,1,-3,Neutral (LA),updated lronaccal to use timedependent darkfiles dark calibration,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/twentytwentytwo/issues/173,Update Dark Header to use Heading instead of Site Tagline,https://github.com/WordPress/twentytwentytwo/pull/173,update dark header use heading instead site tagline,Update Dark Header to use Heading instead of Site Tagline,1,-3,Neutral (LA),update dark header to use heading instead of site tagline,1,-1,neutral,,,,,
https://api.github.com/repos/todbot/blink1mk3/issues/8,blink1-tool --setstartup doesn't quite work,https://github.com/todbot/blink1mk3/issues/8,setstartup quite work,--setstartup does not quite work,1,1,Neutral,setstartup doesnt quite work,1,-1,neutral,,,,,
https://api.github.com/repos/Automattic/wp-calypso/issues/57567,Videos UI: Add a loading state while waiting for the course endpoint results.,https://github.com/Automattic/wp-calypso/issues/57567,videos ui add loading state waiting course endpoint results,Videos UI: Add a loading state while waiting the course endpoint results.,1,-3,Neutral (LA),videos ui add a loading state while waiting the course endpoint results,1,-1,neutral,,,,,
https://api.github.com/repos/longturn/freeciv21/issues/763,Remove pattern from System theme to better support dark mode,https://github.com/longturn/freeciv21/pull/763,remove pattern system theme better support dark mode,Remove pattern from System theme to better support dark mode,1,-4,Neutral (LA),remove pattern from system theme to better support dark mode,1,-1,neutral,,,,,
https://api.github.com/repos/SAP/ui5-inspector/issues/138,Dark Theme in Browser broken,https://github.com/SAP/ui5-inspector/issues/138,dark theme browser broken,Dark Theme Browser broken,1,-3,Neutral (LA),dark theme browser broken,1,-1,neutral,,,,,
https://api.github.com/repos/nicotine-plus/nicotine-plus/issues/924,Is there a way to exclude a file/directory from a share? + Some feedback,https://github.com/nicotine-plus/nicotine-plus/issues/924,way exclude filedirectory share feedback,Is there a way to exclude a file/directory from a share? + Some feedback,1,-3,Neutral (LA),is there a way to exclude a filedirectory from a share some feedback,1,-1,neutral,,,,,
https://api.github.com/repos/uBlockOrigin/uAssets/issues/9949,techlicious.com popup,https://github.com/uBlockOrigin/uAssets/issues/9949,techliciouscom popup,techlicious.com popup,1,-2,Neutral (LA),techliciouscom popup,1,-1,neutral,,,,,
https://api.github.com/repos/laravel/framework/issues/35037,[9.x] Tweak event:list command,https://github.com/laravel/framework/pull/35037,tweak eventlist command,Tweak event:list command,1,1,Neutral,tweak eventlist command,1,-1,neutral,,,,,
https://api.github.com/repos/section-engineering-education/engineering-education/issues/3953,[AI] Integrating Arduino With SparkFun Line Follower,https://github.com/section-engineering-education/engineering-education/issues/3953,ai integrating arduino sparkfun line follower,[AI] Integrating Arduino SparkFun Line Follower,1,-4,Neutral (LA),ai integrating arduino sparkfun line follower,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/twentytwentytwo/issues/123,"Template part vs block pattern, establishing best practices",https://github.com/WordPress/twentytwentytwo/issues/123,template part vs block pattern establishing best practices,"Template part vs block pattern, establishing best practices",1,-4,Neutral (LA),template part vs block pattern establishing best practices,1,-1,neutral,,,,,
https://api.github.com/repos/KevinJump/Our.Umbraco.BackOfficeThemes/issues/8,Default theme for all admin users,https://github.com/KevinJump/Our.Umbraco.BackOfficeThemes/issues/8,theme admin users,theme all admin users,1,-3,Neutral (LA),theme all admin users,1,-1,neutral,,,,,
https://api.github.com/repos/scummvm/scummvm/issues/3146,Add Macintosh black-and-white mode for Mac Loom and Indy3,https://github.com/scummvm/scummvm/pull/3146,add macintosh blackandwhite mode mac loom,Add Macintosh black-and-white mode Mac Loom,1,-4,Neutral (LA),add macintosh blackandwhite mode mac loom,1,-1,neutral,,,,,
https://api.github.com/repos/ItsNickBarry/hardhat-abi-exporter/issues/25,feat: Allow renaming exported ABIs,https://github.com/ItsNickBarry/hardhat-abi-exporter/pull/25,feat allow renaming exported abis,feat: Allow renaming exported ABIs,1,2,Neutral (HA),feat allow renaming exported abis,1,-1,neutral,,,,,
https://api.github.com/repos/AutoDarkMode/Windows-Auto-Night-Mode/issues/348,Unexpected random switching between light and dark modes,https://github.com/AutoDarkMode/Windows-Auto-Night-Mode/issues/348,unexpected random switching light dark modes,Unexpected random switching between light dark modes,1,-2,Neutral (LA),unexpected random switching between light dark modes,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/4003,Update navigation search,https://github.com/canonical/vanilla-framework/pull/4003,update navigation search,Update navigation search,1,-2,Neutral (LA),update navigation search,1,-1,neutral,,,,,
https://api.github.com/repos/mdn/content/issues/2230,Substantial Fixes,https://github.com/mdn/content/pull/2230,substantial fixes,Substantial Fixes,1,2,Neutral (HA),substantial fixes,1,-1,neutral,,,,,
https://api.github.com/repos/cedricbahirwe/Latest/issues/3,"Pagination, Dark mode and MVVM pattern",https://github.com/cedricbahirwe/Latest/pull/3,pagination dark mode mvvm pattern,"Pagination, Dark mode MVVM pattern",1,-4,Neutral (LA),pagination dark mode mvvm pattern,1,-1,neutral,,,,,
https://api.github.com/repos/ITISFoundation/qx-osparc-theme/issues/45,Light blue theme,https://github.com/ITISFoundation/qx-osparc-theme/pull/45,light blue theme,Light blue theme,1,-3,Neutral (LA),light blue theme,1,-1,neutral,,,,,
https://api.github.com/repos/spacetelescope/jwql/issues/764,Add new MIRI readout patterns: [Bug],https://github.com/spacetelescope/jwql/issues/764,add miri readout patterns bug,Add MIRI readout patterns: [Bug],1,-3,Neutral (LA),add miri readout patterns bug,1,-1,neutral,,,,,
https://api.github.com/repos/mbadolato/iTerm2-Color-Schemes/issues/328,Color palette tweaks for DarkMatrix and a new eye-friendly DarkerMatrix for low light environment,https://github.com/mbadolato/iTerm2-Color-Schemes/pull/328,color palette tweaks darkmatrix eyefriendly darkermatrix low light environment,Color palette tweaks DarkMatrix a eye-friendly DarkerMatrix low light environment,4,-4,Relaxed,color palette tweaks darkmatrix a eyefriendly darkermatrix low light environment,1,-1,neutral,,,,,
https://api.github.com/repos/ParabolInc/parabol/issues/5479,Prevent closing spotlight when closing expanded reflection stack,https://github.com/ParabolInc/parabol/pull/5479,prevent closing spotlight closing expanded reflection stack,Prevent closing spotlight when closing expanded reflection stack,1,-3,Neutral (LA),prevent closing spotlight when closing expanded reflection stack,1,-1,neutral,,,,,
https://api.github.com/repos/SkriptLang/Skript/issues/3859,Missing keys in german language file,https://github.com/SkriptLang/Skript/issues/3859,missing keys german language file,Missing keys german language file,1,-3,Neutral (LA),missing keys german language file,1,-1,neutral,,,,,
https://api.github.com/repos/AntonShuvaev/elasticsearch4idea/issues/47,Elasticsearch plugin window does not follow Intellij editor theme,https://github.com/AntonShuvaev/elasticsearch4idea/issues/47,elasticsearch plugin window follow intellij editor theme,Elasticsearch plugin window does not follow Intellij editor theme,1,-3,Neutral (LA),elasticsearch plugin window does not follow intellij editor theme,1,-1,neutral,,,,,
https://api.github.com/repos/consulo/consulo-github/issues/1,Add GitHub plugin logo,https://github.com/consulo/consulo-github/issues/1,add github plugin logo,Add GitHub plugin logo,1,-3,Neutral (LA),add github plugin logo,1,-1,neutral,,,,,
https://api.github.com/repos/WordPress/gutenberg/issues/26901,Allow all Gutenberg theme support options to be defined in theme.json,https://github.com/WordPress/gutenberg/issues/26901,allow gutenberg theme support options defined themejson,Allow all Gutenberg theme support options to be defined theme.json,1,-4,Neutral (LA),allow all gutenberg theme support options to be defined themejson,1,-1,neutral,,,,,
https://api.github.com/repos/just-the-docs/just-the-docs/issues/578,Combination,https://github.com/just-the-docs/just-the-docs/pull/578,combination,Combination,1,-2,Neutral (LA),combination,1,-1,neutral,,,,,
https://api.github.com/repos/hmcts/ia-case-api/issues/396,PaymentApi Integration framework,https://github.com/hmcts/ia-case-api/pull/396,paymentapi integration framework,PaymentApi Integration framework,1,-3,Neutral (LA),paymentapi integration framework,1,-1,neutral,,,,,
https://api.github.com/repos/carbon-design-system/carbon/issues/9359,"What is the background color of a modal, in loading state, in light theme?",https://github.com/carbon-design-system/carbon/issues/9359,background color modal loading state light theme,"What is the background color of a modal, loading state, light theme?",1,-3,Neutral (LA),what is the background color of a modal loading state light theme,1,-1,neutral,,,,,
https://api.github.com/repos/rei/rei-cedar-docs/issues/889,wire up background toggle to code examples,https://github.com/rei/rei-cedar-docs/pull/889,wire background toggle code examples,wire up background toggle to code examples,1,-3,Neutral (LA),wire up background toggle to code examples,1,-1,neutral,,,,,
https://api.github.com/repos/liferay/clay/issues/4310,Atlas incorrectly switched styling for light & dark stickers.,https://github.com/liferay/clay/issues/4310,atlas incorrectly switched styling light dark stickers,Atlas incorrectly switched styling light & dark stickers.,1,-3,Neutral (LA),atlas incorrectly switched styling light dark stickers,1,-1,neutral,,,,,
https://api.github.com/repos/dialpad/dialtone-legacy/issues/362,Correcting background-pattern documentation.,https://github.com/dialpad/dialtone-legacy/pull/362,correcting backgroundpattern documentation,Correcting background-pattern documentation.,1,-4,Neutral (LA),correcting backgroundpattern documentation,1,-1,neutral,,,,,
https://api.github.com/repos/fastlane/fastlane/issues/19464,Screenshots contain black keyboard when lane run on github actions,https://github.com/fastlane/fastlane/issues/19464,screenshots contain black keyboard lane run github actions,Screenshots contain black keyboard when lane run on github actions,1,-3,Neutral (LA),screenshots contain black keyboard when lane run on github actions,1,-1,neutral,,,,,
https://api.github.com/repos/primer/react/issues/753,Recipes,https://github.com/primer/react/issues/753,recipes,Recipes,1,1,Neutral,recipes,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/3927,WIP: Add dark theme support to heading icon pattern,https://github.com/canonical/vanilla-framework/pull/3927,wip add dark theme support heading icon pattern,WIP: Add dark theme support to heading icon pattern,1,-4,Neutral (LA),wip add dark theme support to heading icon pattern,1,-1,neutral,,,,,
https://api.github.com/repos/RowinRuizendaal/Bloom/issues/102,Active border state must be has darker color than chosen pattern,https://github.com/RowinRuizendaal/Bloom/issues/102,active border state must darker color chosen pattern,Active border state must be has darker color chosen pattern,1,-3,Neutral (LA),active border state must be has darker color chosen pattern,1,-1,neutral,,,,,
https://api.github.com/repos/tusharnankani/whatsapp-chat-data-analysis/issues/8,Added Socialify cover to README,https://github.com/tusharnankani/whatsapp-chat-data-analysis/pull/8,added socialify cover readme,Added Socialify cover to README,1,-2,Neutral (LA),added socialify cover to readme,1,-1,neutral,,,,,
https://api.github.com/repos/xvw/preface/issues/116,Add guide on error handling (+ Free Applicative),https://github.com/xvw/preface/pull/116,add guide error handling free applicative,Add guide on error handling (+ Free Applicative),1,-3,Neutral (LA),add guide on error handling free applicative,1,-1,neutral,,,,,
https://api.github.com/repos/system-ui/theme-ui/issues/981,Use media query value when useColorSchemeMediaQuery is set to true,https://github.com/system-ui/theme-ui/pull/981,use media query value true,Use media query value when is to true,1,2,Neutral (HA),use media query value when is to true,1,-1,neutral,,,,,
https://api.github.com/repos/flameshot-org/flameshot/issues/1480,Run without background process when -r or -p is passed (also allows not using dbus),https://github.com/flameshot-org/flameshot/issues/1480,run without background process r p passed also allows using dbus,Run without background process when -r -p is passed (also allows not using dbus),1,2,Neutral (HA),run without background process when r p is passed also allows not using dbus,1,-1,neutral,,,,,
https://api.github.com/repos/silverstripe/silverstripe-login-forms/issues/96,Add dark mode support for help box,https://github.com/silverstripe/silverstripe-login-forms/issues/96,add dark mode support help box,Add dark mode support help box,1,-4,Neutral (LA),add dark mode support help box,1,-1,neutral,,,,,
https://api.github.com/repos/Themaister/parallel-rdp/issues/27,Perfect Dark - Lens Flare bug with Hi-Res enabled in-game,https://github.com/Themaister/parallel-rdp/issues/27,perfect dark lens flare bug hires enabled ingame,Perfect Dark - Lens Flare bug Hi-Res enabled in-game,4,3,Excited,perfect dark lens flare bug hires enabled ingame,2,-1,positive,,,,,
https://api.github.com/repos/civictheme/monorepo-drupal/issues/202,Refactored variables.,https://github.com/civictheme/monorepo-drupal/pull/202,refactored variables,Refactored variables.,1,1,Neutral,refactored variables,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/3753,Whitepaper/case study heading pattern,https://github.com/canonical/vanilla-framework/issues/3753,whitepapercase study heading pattern,Whitepaper/case study heading pattern,1,-3,Neutral (LA),whitepapercase study heading pattern,1,-1,neutral,,,,,
https://api.github.com/repos/mpv-player/mpv/issues/8009,mpv picks too bright gamma when an ICC profile is used,https://github.com/mpv-player/mpv/issues/8009,mpv picks bright gamma icc profile used,mpv picks too bright gamma when an ICC profile is used,1,-3,Neutral (LA),mpv picks too bright gamma when an icc profile is used,1,-1,neutral,,,,,
https://api.github.com/repos/LIJI32/SameBoy/issues/278,Star Trek 25th Anniversary: Misaligned Border,https://github.com/LIJI32/SameBoy/issues/278,star trek anniversary misaligned border,Star Trek Anniversary: Misaligned Border,1,2,Neutral (HA),star trek anniversary misaligned border,1,-1,neutral,,,,,
https://api.github.com/repos/GoogleChromeLabs/size-plugin/issues/42,Files missing in Output,https://github.com/GoogleChromeLabs/size-plugin/issues/42,files missing output,Files missing Output,1,-2,Neutral (LA),files missing output,1,-1,neutral,,,,,
https://api.github.com/repos/Automattic/themes/issues/5163,TT2: Add color variations,https://github.com/Automattic/themes/pull/5163,add color variations,Add color variations,1,-3,Neutral (LA),add color variations,1,-1,neutral,,,,,
https://api.github.com/repos/mamedev/mame/issues/7766,bgfx crt-geom and crt-geom-deluxe enhancements,https://github.com/mamedev/mame/pull/7766,bgfx crtgeom crtgeomdeluxe enhancements,bgfx crt-geom crt-geom-deluxe enhancements,1,1,Neutral,bgfx crtgeom crtgeomdeluxe enhancements,1,-1,neutral,,,,,
https://api.github.com/repos/elastic/eui/issues/5383,[EuiSuperDatePicker] Fixes for width and auto refresh,https://github.com/elastic/eui/pull/5383,euisuperdatepicker fixes width auto refresh,Fixes width auto refresh,1,-3,Neutral (LA),euisuperdatepicker fixes width auto refresh,1,-1,neutral,,,,,
https://api.github.com/repos/HEXRD/hexrdgui/issues/904,Use pattern matching for dark subtraction files,https://github.com/HEXRD/hexrdgui/pull/904,use pattern matching dark subtraction files,Use pattern matching dark subtraction files,1,-4,Neutral (LA),use pattern matching dark subtraction files,1,-1,neutral,,,,,
https://api.github.com/repos/patternfly/patternfly/issues/4203,feat(global): added dark theme,https://github.com/patternfly/patternfly/pull/4203,featglobal added dark theme,feat(global): added dark theme,-2,-3,Depressed,featglobal added dark theme,1,-1,neutral,,,,,
https://api.github.com/repos/PluginBugs/Issues-ItemsAdder/issues/1360,Items don't show in category,https://github.com/PluginBugs/Issues-ItemsAdder/issues/1360,items show category,Items not show category,1,1,Neutral,items dont show category,1,-1,neutral,,,,,
https://api.github.com/repos/HEXRD/hexrdgui/issues/891,Pattern matching for dark files,https://github.com/HEXRD/hexrdgui/issues/891,pattern matching dark files,Pattern matching dark files,1,-4,Neutral (LA),pattern matching dark files,1,-1,neutral,,,,,
https://api.github.com/repos/spacetelescope/jwql/issues/784,Readnoise Monitor crash in new data search,https://github.com/spacetelescope/jwql/issues/784,readnoise monitor crash data search,Readnoise Monitor crash data search,1,-2,Neutral (LA),readnoise monitor crash data search,1,-1,neutral,,,,,
https://api.github.com/repos/zcorky/zodash/issues/12,chore: use wei/socialify generate logo,https://github.com/zcorky/zodash/issues/12,chore use weisocialify generate logo,chore: use wei/socialify generate logo,1,-3,Neutral (LA),chore use weisocialify generate logo,1,-1,neutral,,,,,
https://api.github.com/repos/Green-Software-Foundation/opensource-wg/issues/3,What are the opportunities for innovation?,https://github.com/Green-Software-Foundation/opensource-wg/issues/3,opportunities innovation,What are the opportunities innovation?,1,2,Neutral (HA),what are the opportunities innovation,1,-1,neutral,,,,,
https://api.github.com/repos/mjourard/newsletter/issues/14,Change Colour Scheme to Respect Our Chosen Scheme,https://github.com/mjourard/newsletter/issues/14,change colour scheme respect chosen scheme,Change Colour Scheme to Respect Our Chosen Scheme,1,2,Neutral (HA),change colour scheme to respect our chosen scheme,1,-1,neutral,,,,,
https://api.github.com/repos/KararTY/ppsl-app-v1.5/issues/1,Adjusted hovers and adding brand color to tailwindcss config,https://github.com/KararTY/ppsl-app-v1.5/pull/1,adjusted hovers adding brand color tailwindcss config,Adjusted hovers adding brand color to tailwindcss config,1,-4,Neutral (LA),adjusted hovers adding brand color to tailwindcss config,1,-1,neutral,,,,,
https://api.github.com/repos/carbon-design-system/carbon-website/issues/2366,Followup work for status indicator pattern,https://github.com/carbon-design-system/carbon-website/issues/2366,followup work status indicator pattern,Followup work status indicator pattern,1,-4,Neutral (LA),followup work status indicator pattern,1,-1,neutral,,,,,
https://api.github.com/repos/LiberTEM/LiberTEM/issues/1120,"Autodetection of SEQ dark, gain and dead pixel maps apparently not working with our reference dataset",https://github.com/LiberTEM/LiberTEM/issues/1120,autodetection seq dark gain dead pixel maps apparently working reference dataset,"Autodetection of SEQ dark, gain dead pixel maps apparently not working our reference dataset",1,5,Neutral (HA),autodetection of seq dark gain dead pixel maps apparently not working our reference dataset,1,-1,neutral,,,,,
https://api.github.com/repos/Joystream/atlas/issues/1031,Search channel view,https://github.com/Joystream/atlas/pull/1031,search channel view,Search channel view,1,-4,Neutral (LA),search channel view,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/3807,Add dark theme to the buttons,https://github.com/canonical/vanilla-framework/pull/3807,add dark theme buttons,Add dark theme to the buttons,1,-3,Neutral (LA),add dark theme to the buttons,1,-1,neutral,,,,,
https://api.github.com/repos/fabric8io/docker-maven-plugin/issues/1367,Apply replacements to additional tags in:  tags/tag,https://github.com/fabric8io/docker-maven-plugin/issues/1367,apply replacements additional tags tagstag,Apply replacements to additional tags in: tags/tag,1,-3,Neutral (LA),apply replacements to additional tags tagstag,1,-1,neutral,,,,,
https://api.github.com/repos/frewsxcv/rust-dark-light/issues/4,Linux support,https://github.com/frewsxcv/rust-dark-light/pull/4,linux support,Linux support,1,-3,Neutral (LA),linux support,1,-1,neutral,,,,,
https://api.github.com/repos/boltdesignsystem/bolt/issues/2314,WWW-960: mobile nav top link color,https://github.com/boltdesignsystem/bolt/pull/2314,mobile nav top link color,mobile nav top link color,1,-4,Neutral (LA),mobile nav top link color,1,-1,neutral,,,,,
https://api.github.com/repos/fastify/website-metalsmith/issues/263,fix: Windows compatibility,https://github.com/fastify/website-metalsmith/pull/263,fix windows compatibility,fix: Windows compatibility,1,1,Neutral,fix windows compatibility,1,-1,neutral,,,,,
https://api.github.com/repos/spacetelescope/jwst/issues/6281,refpix step uses a LOT of memory for NRS IRS2 exposures,https://github.com/spacetelescope/jwst/issues/6281,refpix step uses lot memory nrs exposures,refpix step uses a LOT of memory NRS exposures,1,5,Neutral (HA),refpix step uses a lot of memory nrs exposures,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/3350,Inverted link pattern does not satisfy accessibility contrast requirements against adjacent text,https://github.com/canonical/vanilla-framework/issues/3350,inverted link pattern satisfy accessibility contrast requirements adjacent text,Inverted link pattern does not satisfy accessibility contrast requirements against adjacent text,1,-4,Neutral (LA),inverted link pattern does not satisfy accessibility contrast requirements against adjacent text,1,-1,neutral,,,,,
https://api.github.com/repos/FriendsOfFlarum/pages/issues/21,"When dark mode is turned on, the text on the admin page is barely readable",https://github.com/FriendsOfFlarum/pages/issues/21,dark mode turned text admin page barely readable,"When dark mode is turned on, the text on the admin page is barely readable",1,-3,Neutral (LA),when dark mode is turned on the text on the admin page is barely readable,1,-1,neutral,,,,,
https://api.github.com/repos/tylp/memo-draw/issues/30,refactor theme colors,https://github.com/tylp/memo-draw/issues/30,refactor theme colors,refactor theme colors,1,-3,Neutral (LA),refactor theme colors,1,-1,neutral,,,,,
https://api.github.com/repos/IntelRealSense/librealsense/issues/8225,Glossy black plastic objects invisible to D415,https://github.com/IntelRealSense/librealsense/issues/8225,glossy black plastic objects invisible,Glossy black plastic objects invisible to,1,-3,Neutral (LA),glossy black plastic objects invisible to,1,-1,neutral,,,,,
https://api.github.com/repos/bonsairobo/building-blocks/issues/30,Improve terrain generation in lod_terrain example,https://github.com/bonsairobo/building-blocks/pull/30,improve terrain generation lodterrain example,Improve terrain generation lod_terrain example,1,-3,Neutral (LA),improve terrain generation lodterrain example,1,-1,neutral,,,,,
https://api.github.com/repos/cloudfour/cloudfour.com-patterns/issues/1541,Get Weekly Digests pattern,https://github.com/cloudfour/cloudfour.com-patterns/issues/1541,weekly digests pattern,Weekly Digests pattern,1,-3,Neutral (LA),weekly digests pattern,1,-1,neutral,,,,,
https://api.github.com/repos/RocketCommunicationsInc/astro-components/issues/161,Astro 1558 checkbox km,https://github.com/RocketCommunicationsInc/astro-components/pull/161,astro checkbox km,Astro checkbox km,1,1,Neutral,astro checkbox km,1,-1,neutral,,,,,
https://api.github.com/repos/FireDiscordBot/bot/issues/79,Made the readme look somewhat good,https://github.com/FireDiscordBot/bot/pull/79,made readme look somewhat good,Made the readme look somewhat good,4,-2,Relaxed,made the readme look somewhat good,2,-1,positive,,,,,
https://api.github.com/repos/UAlbertaCompEClub/compe-plus/issues/68,Landing page update,https://github.com/UAlbertaCompEClub/compe-plus/pull/68,landing page update,Landing page update,1,-3,Neutral (LA),landing page update,1,-1,neutral,,,,,
https://api.github.com/repos/HabitRPG/habitica-android/issues/1424,Colour states of checklists in Record Yesterday's Activity popup behave inconsistently,https://github.com/HabitRPG/habitica-android/issues/1424,colour states checklists record yesterdays activity popup behave inconsistently,Colour states of checklists Record Yesterday's Activity popup behave inconsistently,1,-3,Neutral (LA),colour states of checklists record yesterdays activity popup behave inconsistently,1,-1,neutral,,,,,
https://api.github.com/repos/microsoft/vscode/issues/103694,[themes] settings: support for multiple theme names in VSCode colorCustomization,https://github.com/microsoft/vscode/issues/103694,themes settings support multiple theme names vscode colorcustomization,[themes] settings: support multiple theme names VSCode colorCustomization,1,-3,Neutral (LA),themes settings support multiple theme names vscode colorcustomization,1,-1,neutral,,,,,
https://api.github.com/repos/azerothcore/azerothcore-wotlk/issues/7596,Hillsbrad Foothills - 'Alterac Granite' Objects Have Incorrect Loot Pool,https://github.com/azerothcore/azerothcore-wotlk/issues/7596,hillsbrad foothills alterac granite objects incorrect loot pool,Hillsbrad Foothills - 'Alterac Granite' Objects Have Incorrect Loot Pool,1,-2,Neutral (LA),hillsbrad foothills alterac granite objects have incorrect loot pool,1,-1,neutral,,,,,
https://api.github.com/repos/skeeto/w64devkit/issues/11,Windows XP Support ?,https://github.com/skeeto/w64devkit/issues/11,windows xp support,Windows XP Support ?,1,-3,Neutral (LA),windows xp support,1,-1,neutral,,,,,
https://api.github.com/repos/alphagov/govuk-design-system/issues/1625,Updates to guidance for new link modifiers,https://github.com/alphagov/govuk-design-system/pull/1625,updates guidance link modifiers,Updates to guidance link modifiers,1,-4,Neutral (LA),updates to guidance link modifiers,1,-1,neutral,,,,,
https://api.github.com/repos/getkirby/kirby/issues/3438,Render dialogs using Fiber,https://github.com/getkirby/kirby/pull/3438,render dialogs using fiber,Render dialogs using Fiber,1,-2,Neutral (LA),render dialogs using fiber,1,-1,neutral,,,,,
https://api.github.com/repos/Automattic/themes/issues/3828,Quadrat: cover block pattern hover bug,https://github.com/Automattic/themes/pull/3828,quadrat cover block pattern hover bug,Quadrat: cover block pattern hover bug,1,-3,Neutral (LA),quadrat cover block pattern hover bug,1,-1,neutral,,,,,
https://api.github.com/repos/primer/primitives/issues/135,Add overlay-shadow,https://github.com/primer/primitives/pull/135,add overlayshadow,Add overlay-shadow,1,-4,Neutral (LA),add overlayshadow,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/3079,Fix focus outline in navigation and tabs,https://github.com/canonical/vanilla-framework/pull/3079,fix focus outline navigation tabs,Fix focus outline navigation tabs,1,-3,Neutral (LA),fix focus outline navigation tabs,1,-1,neutral,,,,,
https://api.github.com/repos/Royal-lobster/Covercons/issues/4,Feature request: add an icon color selector,https://github.com/Royal-lobster/Covercons/issues/4,feature request add icon color selector,Feature request: add an icon color selector,1,-4,Neutral (LA),feature request add an icon color selector,1,-1,neutral,,,,,
https://api.github.com/repos/canonical/vanilla-framework/issues/3765,Move subnav styles to main nav styles,https://github.com/canonical/vanilla-framework/pull/3765,move subnav styles main nav styles,Move subnav styles to main nav styles,1,-2,Neutral (LA),move subnav styles to main nav styles,1,-1,neutral,,,,,
https://api.github.com/repos/material-components/material-design-for-wordpress/issues/125,Add Tags on WordPress.org,https://github.com/material-components/material-design-for-wordpress/issues/125,add tags wordpressorg,Add Tags on WordPress.org,1,-2,Neutral (LA),add tags on wordpressorg,1,-1,neutral,,,,,
https://api.github.com/repos/mozilla/protocol/issues/656,[docs] Button dark theme examples shown on light background,https://github.com/mozilla/protocol/issues/656,docs button dark theme examples shown light background,[docs] Button dark theme examples shown on light background,1,-3,Neutral (LA),docs button dark theme examples shown on light background,1,-1,neutral,,,,,
https://api.github.com/repos/cloudfour/cloudfour.com-patterns/issues/1242,Optimize striped table component for dark theme and fix caption color,https://github.com/cloudfour/cloudfour.com-patterns/pull/1242,optimize striped table component dark theme fix caption color,Optimize striped table component dark theme fix caption color,1,-3,Neutral (LA),optimize striped table component dark theme fix caption color,1,-1,neutral,,,,,
https://api.github.com/repos/ungoogled-software/ungoogled-chromium/issues/1659,Consider removing/disabling Idle Detection API,https://github.com/ungoogled-software/ungoogled-chromium/issues/1659,consider removingdisabling idle detection api,Consider removing/disabling Idle Detection API,1,-3,Neutral (LA),consider removingdisabling idle detection api,1,-1,neutral,,,,,
